,,,,,,,
Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
2021,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NETHERLANDS,"2,077","22,659",0,E
2021,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"110,167","263,608",0,E
2021,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"2,964,288","12,961,418",0,E
2021,IMP,GROUNDFISH HADDOCK MEAT FRESH,NORWAY,"67,995","826,739",0,E
2021,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"7,065","83,746",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"21,428","178,656",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"53,906","399,417",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"4,078","24,850",0,E
2019,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,"13,775","163,197",0,E
2021,IMP,GROUNDFISH BLUE WHITING FROZEN,IRELAND,"24,000","19,680",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FRESH,NETHERLANDS,"8,486","73,765",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FROZEN,PORTUGAL,"50,889","152,668",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,163,"2,142",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"2,096,882","28,735,959",0,E
2019,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"25,826","317,444",0,E
2019,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,"2,194","28,566",0,E
2019,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"1,590,175","6,509,882",0,E
2019,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"74,605","289,962",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"44,700","478,521",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"23,205","273,948",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FROZEN,PORTUGAL,"35,240","107,575",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"3,787,297","54,269,550",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"57,931","832,551",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"19,829","303,702",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,SPAIN,305,"5,912",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"8,033","140,581",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"15,072","85,422",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FROZEN,PORTUGAL,"6,850","27,561",0,E
2019,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"2,562,421","10,918,723",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,SPAIN,630,"7,773",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"1,306","16,604",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,815,"8,083",0,E
2020,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"1,886","31,740",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,ICELAND,"5,680","61,456",0,E
2020,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"1,515","22,386",0,E
2020,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"1,180,742","5,036,148",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FRESH,NORWAY,"1,028","8,434",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"177,293","797,113",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,NORWAY,677,"8,136",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"28,730","250,822",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,SPAIN,"1,514","21,636",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,219,"4,281",0,E
2020,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"2,370","28,579",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,SPAIN,"1,362","13,411",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,"41,106","366,154",0,E
2020,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"2,133","28,125",0,E
2020,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"71,108","303,218",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"208,237","1,097,493",0,E
2020,IMP,GROUNDFISH HAKE FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,720,"2,625",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"1,469","18,772",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"17,418","245,878",0,E
2020,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT NOT > 43%,NORWAY,"1,399","15,178",0,E
2020,IMP,"GROUNDFISH HAKE,WHITING FROZEN",SPAIN,"16,785","34,409",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"30,821","471,739",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"22,800","214,660",0,E
2021,IMP,GROUNDFISH HADDOCK FROZEN,NETHERLANDS,"26,359","83,638",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,DENMARK,"15,695","112,275",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,PORTUGAL,"3,520","38,867",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,PORTUGAL,200,"2,473",0,E
2022,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"3,568,518","16,742,313",0,E
2020,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"21,362","218,980",0,E
2020,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,475,"7,350",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"98,925","1,466,626",0,E
2021,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,591,"7,163",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"167,086","2,353,869",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"13,370","289,127",0,E
2022,IMP,GROUNDFISH HAKE FILLET FROZEN,PORTUGAL,"11,001","41,365",0,E
2022,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"617,060","3,414,844",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"199,050","3,769,083",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"58,032","768,944",0,E
2023,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",SPAIN,"96,706","1,542,637",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"79,126","1,162,665",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"206,013","3,118,040",0,E
2023,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"436,021","7,137,926",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NETHERLANDS,"15,322","187,479",0,E
2020,IMP,GROUNDFISH HADDOCK FROZEN,ICELAND,"21,914","132,298",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"3,282","47,276",0,E
2023,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,305,"4,112",0,E
2023,IMP,GROUNDFISH NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,185","19,932",0,E
2023,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,NORWAY,"582,238","953,998",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NETHERLANDS,"30,606","413,524",0,E
2023,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"824,203","13,648,422",0,E
2023,IMP,GROUNDFISH POLLOCK NSPF FRESH,ICELAND,"4,562","46,290",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"28,046","361,316",0,E
2020,IMP,GROUNDFISH BLUE WHITING FROZEN,SPAIN,"11,000","70,914",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE CONTENT BET 45-50%,PORTUGAL,"24,327","215,580",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"10,884","94,677",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"1,019","7,194",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"22,976","148,641",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,"24,124","288,641",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FROZEN,FRANCE,656,"7,505",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FROZEN,UNITED KINGDOM,"12,600","144,948",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"36,144","249,405",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET FROZEN,PORTUGAL,"4,677","80,390",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"1,500","12,900",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,ICELAND,209,"19,549",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"1,200","10,320",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"749,020","4,113,818",0,E
2022,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"4,536","33,200",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET FROZEN,UNITED KINGDOM,"19,500","191,295",0,E
2024,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"52,383","111,196",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,SPAIN,"1,030","24,565",0,E
2022,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,840,"16,103",0,E
2024,IMP,GROUNDFISH NSPF MEAT FRESH,DENMARK,"1,717","31,409",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,"47,227","620,243",0,E
2024,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"14,202","220,348",0,E
2024,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,PORTUGAL,"1,849","22,932",0,E
2024,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"121,029","1,989,379",0,E
2024,IMP,"GROUNDFISH HAKE,WHITING FROZEN",SPAIN,"2,605","9,888",0,E
2024,IMP,"GROUNDFISH CUSK,HADDOCK WHOLE/DRESSED SALTED",ICELAND,622,"5,388",0,E
2024,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,476,"10,215",0,E
2024,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"3,701","48,699",0,E
2024,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"1,312","19,494",0,E
2024,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"235,359","1,141,531",0,E
2023,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT > 50%,PORTUGAL,"52,728","132,228",0,E
2023,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,347,"3,521",0,E
2023,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,NETHERLANDS,571,"5,687",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,91,"2,019",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,"1,167","34,997",0,E
2023,IMP,GROUNDFISH HADDOCK FILLET FRESH,FINLAND,884,"12,060",0,E
2022,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"1,656","30,225",0,E
2022,IMP,GROUNDFISH NSPF FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"79,366","644,091",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"5,503","53,401",0,E
2022,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,NETHERLANDS,244,"2,032",0,E
2022,IMP,GROUNDFISH NSPF SURIMI,FRANCE,"331,728","420,989",0,E
2022,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,PORTUGAL,"22,113","24,315",0,E
2021,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT BET 45-50%,PORTUGAL,"1,805","17,175",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"1,362","21,050",0,E
1989,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,884,"4,567",36,E
1989,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,SWEDEN,"19,951","54,128",0,E
1991,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"83,763","489,175","3,464",E
1992,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"3,722,438","10,788,051","153,886",E
1994,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"17,686","64,196",0,E
1993,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE NOT > 43%,ICELAND,"8,295","76,927",0,E
1994,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"1,672,626","3,490,840",0,E
1993,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"1,741,902","6,301,457",0,E
1994,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,ICELAND,"1,134","4,396",0,E
1995,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,GERMANY,"44,675","243,684",0,E
1995,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"266,352","1,315,624","8,791",E
1995,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"2,813,335","9,683,914",0,E
1996,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"37,693","242,716",945,E
1996,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,"13,363","55,594",0,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"67,128","342,293",0,E
1997,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NETHERLANDS,"33,339","162,734",567,E
1998,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"122,220","1,147,868",66,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"43,575","290,599",741,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,UNITED KINGDOM,"146,083","681,326","2,394",E
1998,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"1,839,152","10,808,283","14,711",E
1998,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"10,948,487","61,884,389","87,594",E
1999,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,PORTUGAL,"15,190","20,812",0,E
2000,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"10,506,630","67,330,621",0,E
1999,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"134,398","1,325,988",0,E
2001,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"762,171","5,371,542",0,E
2001,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"1,047,577","2,961,970",0,E
2001,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"1,743","15,245",0,E
2001,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"74,039","782,141",0,E
2002,IMP,"GROUNDFISH CUSK,POLLOCK FILLET FRESH",ICELAND,"6,058","36,449",0,E
2002,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"229,109","1,089,070",0,E
2004,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,ICELAND,"261,706","1,039,273",0,E
2004,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"203,600","271,093",0,E
2005,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"25,398","101,588",0,E
2006,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"206,381","1,798,866",0,E
2006,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"31,580","314,738",0,E
2007,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,225,"2,025",0,E
2006,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"95,693","196,548",0,E
1990,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,578,"3,875",24,E
1989,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"2,033,262","6,528,404",0,E
1989,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"108,043","410,606",0,E
1989,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,ICELAND,"72,575","206,789","3,000",E
1991,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"4,349,780","26,881,654","179,820",E
1992,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,"100,182","378,049","4,141",E
1993,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"8,254","52,868",344,E
1993,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"12,900","126,135",25,E
1995,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"12,200","85,620",404,E
1994,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,ICELAND,"3,711,881","11,114,889","151,942",E
1994,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,476,"3,570",20,E
1994,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,DENMARK,"77,838","535,279","3,217",E
1994,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"11,398","83,248",472,E
1995,IMP,GROUNDFISH CUSK FROZEN,PORTUGAL,"2,880","10,205",0,E
1995,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,934,430","7,729,590",0,E
1995,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,222,"2,800",0,E
1995,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"2,540,361","9,855,601",0,E
1996,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,NORWAY,"14,273","70,174",357,E
1998,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"2,993,314","16,845,906","23,947",E
1997,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"7,185","73,853",8,E
1998,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"513,128","2,343,604",0,E
1998,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"1,166","9,518",9,E
1997,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"705,213","4,471,057","11,875",E
1998,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,SWEDEN,"4,081","31,979",0,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,UNITED KINGDOM,"18,855","80,774",321,E
1998,IMP,GROUNDFISH OCEAN PERCH NSPF FRESH,PORTUGAL,999,"10,930",0,E
1999,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"135,317","668,278",0,E
1999,IMP,GROUNDFISH COD NSPF FILLET FROZEN,DENMARK,"290,721","1,896,364",0,E
1999,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,ICELAND,"129,596","597,172",0,E
2000,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"774,353","5,570,321",0,E
2000,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"34,492","189,854",0,E
2000,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,NORWAY,"490,368","3,224,286",0,E
2003,IMP,GROUNDFISH HADDOCK FROZEN,ICELAND,352,"2,120",0,E
2004,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"910,706","2,388,639",0,E
2006,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,"23,564","124,841",0,E
2005,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"5,971,710","35,675,372",0,E
2006,IMP,GROUNDFISH COD NSPF FRESH,UNITED KINGDOM,"2,251","33,222",0,E
2005,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"160,469","803,641",0,E
1989,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",DENMARK,"277,126","1,099,867","11,456",E
2007,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"575,135","4,729,266",0,E
2007,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"136,863","1,110,572",0,E
1989,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",PORTUGAL,"5,562","17,690",230,E
1994,IMP,GROUNDFISH POLLOCK NSPF FILLET SALTED,SPAIN,"40,517","148,123",0,E
1991,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,"9,443","37,228",390,E
1991,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,DENMARK,"241,066","367,784",0,E
1993,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"6,124","17,550",254,E
1992,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"10,580","115,305",22,E
1991,IMP,GROUNDFISH POLLOCK ATLANTIC FROZEN,NORWAY,"43,277","58,477",0,E
1992,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"30,935","223,595","1,280",E
1991,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE > 50%,ICELAND,"20,000","107,263",0,E
1993,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"17,463","85,012",722,E
1993,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"102,512","592,868","4,237",E
1994,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"579,505","3,715,015","23,956",E
1994,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,UNITED KINGDOM,"110,346","549,216","4,563",E
1993,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,"9,910","102,040",0,E
1994,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,198","3,840",0,E
1994,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"130,799","720,213","5,407",E
1993,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"13,605,329","73,146,839","562,453",E
1995,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"364,421","1,448,686",0,E
1998,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,UNITED KINGDOM,"46,470","250,487",372,E
1998,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,NORWAY,"93,733","315,505",750,E
1997,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"17,674","82,287",299,E
1997,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"45,964","471,828",46,E
1999,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"18,983","75,269",0,E
2001,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"278,973","796,046",0,E
2001,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"502,179","3,645,268",0,E
2004,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"1,434,162","3,348,298",0,E
2005,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE > 50%,ICELAND,"1,000","8,965",0,E
2005,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,"1,364","8,203",0,E
2006,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,ICELAND,"24,969","25,872",0,E
2006,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"88,012","463,220",0,E
2007,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"599,516","3,505,212",0,E
1990,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"54,762","367,020","2,265",E
1990,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"91,330","360,181",0,E
1993,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"288,334","293,013",0,E
1994,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"1,620","17,843",3,E
1994,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"291,703","1,510,007","12,047",E
1995,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,ICELAND,"230,467","739,878",0,E
1996,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,NORWAY,"6,282","16,817",0,E
1996,IMP,GROUNDFISH POLLOCK NSPF MEAT FROZEN > 6.8KG,ICELAND,"8,382","13,637",0,E
1996,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"68,283","582,731",69,E
1997,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"85,523","634,875",0,E
1999,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,DENMARK,650,"3,690",0,E
2000,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"11,867","32,201",0,E
1999,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"844,496","6,464,927",0,E
2001,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"47,900","192,176",0,E
2002,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"279,274","834,388",0,E
2002,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,SPAIN,"3,582","36,439",0,E
2004,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"12,001","36,381",0,E
2004,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"81,748","336,691",0,E
2004,IMP,GROUNDFISH COD NSPF DRIED,SPAIN,"2,523","24,069",0,E
2005,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"148,929","470,040",0,E
